29-1023	Orthodontists	annual	221390	0	87830	0	187200	1	187200	1	doctoral or professional	8.2	9.7	18.3	3.2
29-1024	Prosthodontists	annual	161020	0	73050	0	119740	0	187200	1	doctoral or professional	0.8	1	17.8	0.3
29-1029	Dentists, all other specialists	annual	171040	0	37800	0	171000	0	187200	1	doctoral or professional	6.7	7.3	8.5	1.9
29-1031	Dietitians and nutritionists	annual	58410	0	35240	0	57910	0	80950	0	bachelor	66.7	77.6	16.4	16
29-1041	Optometrists	annual	115750	0	51780	0	103900	0	187200	1	doctoral or professional	40.6	51.6	27	25.5
29-1051	Pharmacists	annual	119270	0	86790	0	121500	0	154040	0	doctoral or professional	297.1	306.2	3.1	78.4
29-1061	Anesthesiologists	annual	258100	0	142590	0	187200	1	187200	1	doctoral or professional	33.7	40.8	21	16.1
29-1062	Family and general practitioners	annual	192120	0	65630	0	184390	0	187200	1	doctoral or professional	139.8	154.1	10.2	51.9
29-1063	Internists, general	annual	196520	0	62520	0	187200	1	187200	1	doctoral or professional	54.3	59.4	9.4	19.7
29-1064	Obstetricians and gynecologists	annual	222400	0	85940	0	187200	1	187200	1	doctoral or professional	24.4	28.7	17.6	10.8
29-1065	Pediatricians, general	annual	183180	0	90950	0	170300	0	187200	1	doctoral or professional	34.8	38.4	10.3	12.9
29-1066	Psychiatrists	annual	193680	0	59430	0	187200	1	187200	1	doctoral or professional	28.2	32.4	14.9	11.8
29-1067	Surgeons	annual	247520	0	111420	0	187200	1	187200	1	doctoral or professional	46	55.1	19.8	21.5
29-1069	Physicians and surgeons, all other	annual	197700	0	57820	0	187200	1	187200	1	doctoral or professional	347.2	398.8	14.9	145.1
29-1071	Physician assistants	annual	99270	0	62760	0	98180	0	139540	0	master	94.4	123.2	30.4	50
29-1081	Podiatrists	annual	136180	0	48920	0	119340	0	187200	1	doctoral or professional	9.6	11	14.1	3.3
29-1122	Occupational therapists	annual	81690	0	53250	0	80150	0	116030	0	master	114.6	145.1	26.5	52.6
29-1123	Physical therapists	annual	85790	0	57060	0	84020	0	119790	0	doctoral or professional	210.9	282.7	34	128.3
29-1125	Recreational therapists	annual	47790	0	28020	0	45890	0	71790	0	bachelor	18.6	20.9	12	6.6
29-1127	Speech-language pathologists	annual	76900	0	46000	0	73410	0	114840	0	master	135.4	164.3	21.3	63.1
29-1128	Exercise physiologists	annual	49740	0	31540	0	47010	0	73840	0	bachelor	14.5	16	10.6	3
29-1129	Therapists, all other	annual	59210	0	32360	0	56010	0	93100	0	bachelor	24.7	30.5	23.6	8.3
29-1131	Veterinarians	annual	99000	0	53210	0	88490	0	158260	0	doctoral or professional	78.3	85.2	8.9	19
29-1141	Registered nurses	annual	71000	0	46360	0	67490	0	101630	0	bachelor	2751	3190.3	16	1088.4
29-1151	Nurse anesthetists	annual	160250	0	105410	0	157140	0	187200	1	master	38.2	45.6	19.3	16.4
29-1161	Nurse midwives	annual	93610	0	50310	0	92510	0	132270	0	master	5.3	6.6	24.6	2.5
29-1171	Nurse practitioners	annual	101260	0	70540	0	98190	0	135830	0	master	126.9	171.7	35.2	74.7
29-1181	Audiologists	annual	77420	0	49760	0	74890	0	111450	0	doctoral or professional	13.2	16.9	28.6	6.8
29-1199	Health diagnosing and treating practitioners, all other	annual	85120	0	39440	0	74710	0	135950	0	master	50.1	56.1	12	17.7
29-2011	Medical and clinical laboratory technologists	annual	61860	0	41510	0	60520	0	84300	0	bachelor	164.8	187.9	14	62.5
29-2091	Orthotists and prosthetists	annual	69960	0	35160	0	64430	0	107550	0	master	8.3	10.1	22.6	2.7
29-9011	Occupational health and safety specialists	annual	71790	0	40890	0	70210	0	102980	0	bachelor	70.3	73.1	4	16.9
29-9091	Athletic trainers	annual	46940	0	28480	0	44670	0	68300	0	bachelor	25.4	30.8	21.1	10.4
29-9092	Genetic counselors	annual	74570	0	49760	0	72090	0	109650	0	master	2.4	3.1	28.8	1.2
33-3031	Fish and game wardens	annual	54970	0	34620	0	52780	0	76510	0	bachelor	6.2	6.3	1.9	2
41-3031	Securities, commodities, and financial services sales agents	annual	102860	0	32680	0	71550	0	187200	1	bachelor	341.5	374	9.5	91.4
41-4011	Sales representatives, wholesale and manufacturing, technical and scientific products	annual	89170	0	38570	0	76190	0	153940	0	bachelor	347.8	371.7	6.9	95.4
41-9031	Sales engineers	annual	107160	0	55280	0	97650	0	165250	0	bachelor	69.9	74.9	7	23
43-9081	Proofreaders and copy markers	annual	37690	0	20530	0	35630	0	57880	0	bachelor	13.6	13.3	-2.4	2.6
43-9111	Statistical assistants	annual	44220	0	24590	0	42700	0	64730	0	bachelor	16.6	14.8	-10.9	6.7
45-2011	Agricultural inspectors	annual	43810	0	26440	0	43380	0	62930	0	bachelor	14.2	14.1	-0.6	3.6
53-2011	Airline pilots, copilots, and flight engineers	annual	136400	0	60770	0	117290	0	187200	1	bachelor	75.7	76.5	1.1	19.3
